Line Number	Encoder Layer	Translation
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	0	in a simple, I. _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	1	I want to be a little more active.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	2	I have a Ich habe ich.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	3	I'd like to meet my daughter.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	4	I want to go back to a place where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	5	I want to go back to a party, where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	6	I want to go to a party where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	7	I want to go to a party where the bear is stepping.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	8	I want to go to a party where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	9	I want to go to a party where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	10	I want to go to a party where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	11	I want to finally go to a party where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	12	I want to go back to a party where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	13	I want to finally get back to a party where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	14	I want to finally get back to a party where the bear is stepping.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	15	I want to finally get back to a party where the bear is.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	16	I want to finally get back to a party where the bear is stepping.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	17	I want to finally get back to a party where the bear is stepping.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	18	I want to finally get back to a party where the bear is stepping.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	19	I'd like to go back to a party where the bear is dancing.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	20	I'd like to go back to a party where the bear is dancing.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	21	I'd like to go back to a party where the bear is a part of it.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	22	I'd like to go back to a party where the bear is dancing.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	23	I'd like to go back to a party where the bear is a part of it.
"Ich möchte endlich wieder auf eine Feier, wo der Bär steppt.
"	24	I'd like to go back to a party where the bear is dancing.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	0	in auric, in a ion
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	1	He has a B-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s-s
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	2	I have a Sie.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	3	He's not my own.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	4	He's got you on a beard, so that's not it.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	5	He's got a beard on you, so it's not like that.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	6	He's got a bear on you, because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	7	He's tied you up with a bear, because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	8	He tied you up with a bear, because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	9	He's tied you up with a bear, because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	10	He's given you a bear because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	11	He's got you a bear, because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	12	He put a bear on you, because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	13	He's got you hooked up with a bear, because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	14	He's got you hooked up with a bear, because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	15	He's got a bear on you, because it's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	16	He's got a bear on you, because it's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	17	He's got a bear on you, because it's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	18	He tied a bear to you, because that's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	19	He's got a bear on you, because it's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	20	He's got a bear on you, because it's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	21	He tied a bear to you because it's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	22	He tied a bear to you because it's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	23	He tied a bear to you because it's not true.
"Er hat dir einen Bären aufgebunden, denn das stimmt so nicht.
"	24	He tied a bear to you, because that's not true.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	0	B. a in a mixer, myself, myself.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	1	I've got a little something to tell you.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	2	I have a
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	3	I have it.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	4	I've got it that he's always got me on a spit.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	5	I've got it bad that he's always got a beard.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	6	I'm sick of him always putting up a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	7	I'm tired of him always putting me on a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	8	I'm tired of him always putting a bear on me.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	9	I'm tired of him always putting a bear on me.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	10	I'm tired of him always putting a bear on me.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	11	I'm tired of him always putting a bear on me.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	12	I'm tired of him always giving me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	13	I'm tired of him always giving me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	14	I'm tired of him always giving me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	15	I'm tired of him always giving me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	16	I'm tired of him giving me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	17	I'm tired of him giving me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	18	I'm tired of him giving me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	19	I'm tired of him giving me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	20	I'm tired of him always untied me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	21	I'm tired of him always untied me a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	22	I'm tired of him untying a bear for me.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	23	I'm tired of him untied a bear.
"Ich habe es satt, dass er mir ständig einen Bären aufbindet.
"	24	I'm sick of him always untied me a bear.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	0	You have to have a B.S. to have a B.S.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	1	You have to go to your office.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	2	I have a I.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	3	I know you're a good girl.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	4	You have shown me a service of your kind.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	5	You have shown me a service of your own.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	6	You have shown me a service of your own.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	7	You have shown me a service of your own.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	8	You have served me with your grace.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	9	You have done me a service with your grace.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	10	You have done me a service with your grace.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	11	You've done me a service with your kindness.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	12	You've done me a service with your grace.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	13	You have done me a great service.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	14	You have done me a disservice with your grace.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	15	You've done me a disservice by being so nice.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	16	You've done me a disservice by being so nice.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	17	You have done me a great service.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	18	You have done me a great favour.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	19	You have done me a great favour.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	20	You have done me a great favor by your kindness.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	21	You have done me a great favour.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	22	You have done me a great favour.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	23	You've done me a great favour by being so kind.
"Du hast mir mit deinem Gefallen einen Bärendienst erwiesen.
"	24	You've done me a great favour by being so kind.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	0	A. B. with a simple, in a.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	1	I'm not a Sie hat, ich weiß nicht, was ich zu tun habe.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	2	I know what I' Sie ist.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	3	I know.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	4	That was good, but you've shown me a service.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	5	That was good, but unfortunately you have shown me a service.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	6	That was well meant, but unfortunately you have shown me a service.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	7	That was well meant, but unfortunately you have shown me a service with it.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	8	That was well-meant, but unfortunately you did me a favor with it.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	9	That was well-meant, but unfortunately you did me a favor.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	10	That was well-meant, but unfortunately you did me a disservice.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	11	That was well-meant, but unfortunately you did me a disservice.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	12	That was well-meant, but unfortunately you did me a disservice.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	13	I was kind, but unfortunately you did me a disservice.
"Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
"	14	I meant well, but unfortunately you did me a disservice.
